73 11032 46122
0 0     1.224100e+02 6.554999e+01
4 1787     -3.034800e+02 -4.157001e+01
6 1787     -3.516500e+02 -4.566998e+01
18 1787     9.284000e+01 -4.316998e+01
19 1787     1.354100e+02 -4.276001e+01
21 1787     2.190300e+02 -4.320001e+01
23 1787     1.781300e+02 -4.246002e+01
24 1787     5.072000e+01 -4.290002e+01
25 1787     -3.954001e+01 -4.315997e+01
26 1787     2.595900e+02 -4.290002e+01
27 1787     7.470001e+00 -4.327002e+01
31 1787     -8.848001e+01 -4.242999e+01
32 1787     -1.873100e+02 -4.217999e+01
37 1787     -1.368400e+02 -4.115997e+01
40 1787     -3.602000e+02 -4.227002e+01
41 1787     -3.014500e+02 -4.185999e+01
44 1787     -2.431900e+02 -4.128998e+01
51 1787     2.618800e+02 -4.021997e+01
4 1788     -3.144900e+02 -8.856000e+01
6 1788     -3.652400e+02 -9.994000e+01
18 1788     8.034000e+01 -9.253003e+01
19 1788     1.230400e+02 -9.103003e+01
21 1788     2.081200e+02 -8.815997e+01
23 1788     1.665700e+02 -8.915997e+01
24 1788     3.751999e+01 -9.347998e+01
25 1788     -5.362000e+01 -9.615997e+01
27 1788     -5.910004e+00 -9.487000e+01
31 1788     -1.035200e+02 -9.754999e+01
32 1788     -2.043100e+02 -1.002900e+02
37 1788     -1.523900e+02 -9.745001e+01
40 1788     -3.799900e+02 -1.060200e+02
44 1788     -2.607600e+02 -1.011600e+02
4 1789     2.640200e+02 3.912900e+02
6 1789     2.942800e+02 4.444400e+02
4 1790     -1.438700e+02 3.037600e+02
6 1790     -1.630600e+02 3.360300e+02
8 1790     -1.848800e+02 3.753800e+02
4 1791     -1.464900e+02 2.963900e+02
6 1791     -1.673200e+02 3.278200e+02
4 1792     2.991300e+02 9.838000e+01
8 1792     3.727200e+02 1.328300e+02
4 1793     -3.167100e+02 -4.314001e+01
6 1793     -3.678400e+02 -4.765002e+01
18 1793     7.888000e+01 -4.348999e+01
19 1793     1.214400e+02 -4.321997e+01
21 1793     2.061800e+02 -4.375000e+01
23 1793     1.645200e+02 -4.282001e+01
24 1793     3.609000e+01 -4.362000e+01
25 1793     -5.576999e+01 -4.325000e+01
27 1793     -7.440002e+00 -4.391998e+01
31 1793     -1.056400e+02 -4.283002e+01
32 1793     -2.062000e+02 -4.203998e+01
36 1793     3.740800e+02 -4.622998e+01
37 1793     -1.550300e+02 -4.147998e+01
40 1793     -3.822900e+02 -4.195001e+01
41 1793     -3.228500e+02 -4.212000e+01
44 1793     -2.634700e+02 -4.109003e+01
51 1793     2.426600e+02 -3.839001e+01
4 1794     -3.099300e+02 -6.932001e+01
6 1794     -3.595100e+02 -7.759003e+01
18 1794     8.579999e+01 -7.263000e+01
19 1794     1.283300e+02 -7.154999e+01
21 1794     2.125900e+02 -7.034998e+01
23 1794     1.710900e+02 -7.033002e+01
24 1794     4.312000e+01 -7.304999e+01
25 1794     -4.782999e+01 -7.465002e+01
26 1794     2.533900e+02 -6.945001e+01
27 1794     -2.000122e-01 -7.423999e+01
31 1794     -9.729001e+01 -7.541998e+01
32 1794     -1.973600e+02 -7.665997e+01
37 1794     -1.463800e+02 -7.472998e+01
40 1794     -3.719400e+02 -8.059003e+01
41 1794     -3.128900e+02 -7.923999e+01
44 1794     -2.537200e+02 -7.745001e+01
51 1794     2.514400e+02 -7.425000e+01
4 1795     -2.518500e+02 -1.209200e+02
6 1795     -3.143900e+02 -1.450200e+02
4 1796     2.556500e+02 3.915100e+02
6 1796     2.839200e+02 4.452000e+02
8 1796     3.207900e+02 5.141700e+02
4 1797     -1.277600e+02 3.295400e+02
6 1797     -1.460000e+02 3.652400e+02
8 1797     -1.682200e+02 4.117300e+02
9 1797     -1.948600e+02 4.656600e+02
4 1798     -1.277600e+02 3.295400e+02
6 1798     -1.460000e+02 3.652400e+02
4 1799     -9.862000e+01 3.161200e+02
6 1799     -1.144200e+02 3.490600e+02
8 1799     -1.313000e+02 3.915000e+02
9 1799     -1.523400e+02 4.428500e+02
14 1799     -1.747100e+02 4.991500e+02
4 1800     2.678400e+02 3.100600e+02
6 1800     2.962400e+02 3.490600e+02
4 1801     1.674300e+02 -3.244000e+01
6 1801     1.720900e+02 -3.215997e+01
8 1801     1.774600e+02 -3.146002e+01
9 1801     1.831900e+02 -3.298999e+01
14 1801     1.897100e+02 -3.687000e+01
4 1802     -1.519200e+02 2.973700e+02
6 1802     -1.727100e+02 3.284400e+02
8 1802     -1.982800e+02 3.674800e+02
9 1802     -2.264900e+02 4.127100e+02
4 1803     -1.315900e+02 2.885400e+02
6 1803     -1.500000e+02 3.179700e+02
4 1804     -1.465300e+02 2.548700e+02
6 1804     -1.647000e+02 2.792600e+02
8 1804     -1.859500e+02 3.101500e+02
4 1805     -1.336200e+02 2.743300e+02
6 1805     -1.535900e+02 3.061400e+02
8 1805     -1.749400e+02 3.419300e+02
9 1805     -2.037600e+02 3.842800e+02
4 1806     -1.741500e+02 2.946400e+02
6 1806     -1.960400e+02 3.261000e+02
8 1806     -2.251400e+02 3.658500e+02
9 1806     -2.560900e+02 4.134000e+02
5 1807     -3.306000e+01 1.301100e+02
11 1807     -2.879001e+01 1.189600e+02
5 1808     2.103900e+02 -5.073999e+01
10 1808     1.621400e+02 -4.140002e+01
5 1809     -3.171800e+02 2.683000e+02
11 1809     -2.372100e+02 2.047000e+02
5 1810     -8.934000e+01 1.771700e+02
11 1810     -7.563000e+01 1.564600e+02
16 1810     -5.967001e+01 1.227000e+02
30 1810     -6.019000e+01 1.164300e+02
34 1810     -6.182999e+01 1.114200e+02
43 1810     -5.935001e+01 1.061800e+02
5 1811     -5.042001e+01 1.661300e+02
7 1811     -4.550000e+01 1.561800e+02
10 1811     -3.894000e+01 1.364300e+02
11 1811     -4.197000e+01 1.466000e+02
5 1812     1.542800e+02 1.185700e+02
7 1812     1.487700e+02 1.133500e+02
10 1812     1.366500e+02 1.024300e+02
11 1812     1.421600e+02 1.081400e+02
13 1812     1.319000e+02 9.789999e+01
22 1812     1.267100e+02 9.319000e+01
5 1813     3.980000e+02 9.664999e+01
11 1813     3.051500e+02 6.842999e+01
5 1814     -3.449300e+02 8.792999e+01
11 1814     -2.518700e+02 6.383002e+01
5 1815     -3.257200e+02 8.239001e+01
11 1815     -2.418100e+02 6.110999e+01
21 1815     -1.199000e+02 1.054700e+02
23 1815     -1.915100e+02 1.115000e+02
26 1815     -5.287000e+01 9.960001e+01
28 1815     1.188000e+01 9.375000e+01
50 1815     2.838900e+02 7.167999e+01
63 1815     2.387100e+02 7.334003e+01
5 1816     2.092200e+02 2.837000e+01
11 1816     1.823000e+02 2.278003e+01
5 1817     2.309900e+02 1.270020e+00
11 1817     2.045800e+02 8.400269e-01
5 1818     2.261600e+02 -5.919983e+00
7 1818     2.129100e+02 -6.739990e+00
10 1818     1.902000e+02 -7.380005e+00
11 1818     2.011500e+02 -6.590027e+00
13 1818     1.809700e+02 -7.400024e+00
5 1819     -3.652500e+02 -3.587000e+01
10 1819     -2.368800e+02 -2.959003e+01
5 1820     1.823900e+02 -5.164001e+01
7 1820     1.662900e+02 -4.803003e+01
11 1820     1.540800e+02 -4.440002e+01
5 1821     2.450300e+02 1.721997e+01
7 1821     2.293900e+02 1.489001e+01
10 1821     2.032600e+02 1.139001e+01
11 1821     2.160300e+02 1.353998e+01
13 1821     1.925200e+02 1.034998e+01
5 1822     -6.473999e+01 -5.776001e+01
7 1822     -5.732001e+01 -5.279999e+01
10 1822     -4.579999e+01 -4.775000e+01
11 1822     -5.082001e+01 -4.942999e+01
13 1822     -4.085999e+01 -4.438000e+01
16 1822     -3.542001e+01 -4.135999e+01
22 1822     -3.773001e+01 -4.269000e+01
30 1822     -3.594000e+01 -4.026001e+01
34 1822     -3.829001e+01 -3.859998e+01
5 1823     -3.757001e+01 1.231800e+02
7 1823     -3.466000e+01 1.180500e+02
11 1823     -3.276001e+01 1.126100e+02
13 1823     -2.970999e+01 1.027700e+02
30 1823     -3.154001e+01 8.967001e+01
34 1823     -3.506000e+01 8.631000e+01
39 1823     -2.754001e+01 8.129001e+01
43 1823     -3.401001e+01 8.245999e+01
45 1823     -1.973999e+01 7.776001e+01
60 1823     -1.203000e+01 7.625000e+01
5 1824     2.380900e+02 3.067999e+01
7 1824     2.235100e+02 2.752002e+01
10 1824     1.981800e+02 2.309998e+01
11 1824     2.104800e+02 2.579999e+01
13 1824     1.883600e+02 2.151001e+01
22 1824     1.778700e+02 1.926001e+01
5 1825     -3.712900e+02 2.808002e+01
10 1825     -2.190900e+02 1.178003e+01
5 1826     2.612200e+02 8.739990e+00
7 1826     2.433600e+02 6.729980e+00
11 1826     2.278700e+02 6.289978e+00
5 1827     2.612200e+02 8.739990e+00
7 1827     2.433600e+02 6.729980e+00
10 1827     2.136500e+02 4.909973e+00
11 1827     2.278700e+02 6.289978e+00
5 1828     -3.349300e+02 6.260010e+00
11 1828     -2.224200e+02 6.099854e-01
26 1828     -2.094400e+02 2.031000e+01
28 1828     -1.067800e+02 1.559998e+01
36 1828     8.214001e+01 7.030029e+00
42 1828     1.622500e+02 7.070007e+00
63 1828     2.328200e+02 2.750000e+00
5 1829     1.407600e+02 -7.073999e+01
11 1829     1.221500e+02 -6.184003e+01
5 1830     1.657000e+02 -1.454600e+02
11 1830     1.256200e+02 -1.065100e+02
5 1831     -7.079001e+01 1.876800e+02
10 1831     -5.610001e+01 1.541200e+02
11 1831     -6.001001e+01 1.655400e+02
5 1832     -1.976600e+02 9.160001e+01
11 1832     -1.456800e+02 6.851001e+01
5 1833     2.311500e+02 1.088000e+01
7 1833     2.174000e+02 9.080017e+00
10 1833     1.938900e+02 7.140015e+00
11 1833     2.049100e+02 8.349976e+00
13 1833     1.842400e+02 6.070007e+00
22 1833     1.742100e+02 4.840027e+00
30 1833     1.550200e+02 3.119995e+00
34 1833     1.438200e+02 2.049988e+00
5 1834     3.827600e+02 5.210022e+00
11 1834     2.929400e+02 -6.500244e-01
5 1835     -3.359100e+02 2.762000e+01
11 1835     -2.219100e+02 1.584998e+01
5 1836     2.388200e+02 -7.070001e+01
7 1836     2.202500e+02 -6.578998e+01
10 1836     1.913800e+02 -5.871997e+01
11 1836     2.053500e+02 -6.053998e+01
13 1836     1.801200e+02 -5.491998e+01
16 1836     1.587500e+02 -5.082001e+01
22 1836     1.689800e+02 -5.297998e+01
30 1836     1.474600e+02 -4.871002e+01
34 1836     1.353300e+02 -4.684998e+01
39 1836     1.299100e+02 -4.365002e+01
45 1836     1.321100e+02 -4.364001e+01
60 1836     1.356300e+02 -4.221002e+01
64 1836     1.357600e+02 -4.153003e+01
5 1837     -2.428300e+02 -8.050000e+01
11 1837     -1.895400e+02 -6.571002e+01
5 1838     -2.428300e+02 -8.050000e+01
11 1838     -1.895400e+02 -6.571002e+01
5 1839     -1.052500e+02 3.652400e+02
11 1839     -8.235001e+01 3.003800e+02
5 1840     -3.192800e+02 5.185999e+01
10 1840     -2.099500e+02 3.045001e+01
28 1840     2.029999e+01 6.165002e+01
29 1840     8.314999e+01 5.662000e+01
36 1840     1.424700e+02 5.228998e+01
42 1840     1.977100e+02 5.203998e+01
63 1840     2.449900e+02 4.607001e+01
5 1841     -5.759000e+01 1.105800e+02
7 1841     -5.266000e+01 1.051600e+02
10 1841     -4.723001e+01 9.573999e+01
11 1841     -4.942001e+01 1.007500e+02
13 1841     -4.403000e+01 9.264999e+01
16 1841     -4.151999e+01 8.479001e+01
22 1841     -4.248001e+01 8.864001e+01
64 1841     -2.334000e+01 6.885999e+01
5 1842     -6.079001e+01 -2.160999e+01
7 1842     -5.519000e+01 -2.012000e+01
10 1842     -4.623999e+01 -1.988000e+01
11 1842     -5.150000e+01 -1.946997e+01
6 1843     3.224600e+02 4.963300e+02
8 1843     3.676700e+02 5.831400e+02
6 1844     3.018500e+02 4.857600e+02
8 1844     3.425400e+02 5.693400e+02
6 1845     -2.013600e+02 3.525600e+02
8 1845     -2.306900e+02 3.974100e+02
6 1846     -1.129900e+02 3.435300e+02
8 1846     -1.304900e+02 3.852000e+02
6 1847     -1.050100e+02 3.248500e+02
8 1847     -1.214400e+02 3.634500e+02
9 1847     -1.412000e+02 4.079400e+02
6 1848     -1.938400e+02 3.136000e+02
8 1848     -2.203300e+02 3.513600e+02
9 1848     -2.523900e+02 3.957300e+02
6 1849     -1.693900e+02 2.610000e+02
8 1849     -1.929400e+02 2.927500e+02
6 1850     -8.219000e+01 2.048900e+02
9 1850     -1.005000e+02 2.341900e+02
15 1850     -1.295500e+02 2.845700e+02
20 1850     -1.416000e+02 3.074900e+02
6 1851     -8.998999e+01 2.003200e+02
8 1851     -9.891000e+01 2.141200e+02
9 1851     -1.093100e+02 2.288000e+02
12 1851     -1.285600e+02 2.601200e+02
14 1851     -1.186900e+02 2.432600e+02
15 1851     -1.395400e+02 2.772800e+02
17 1851     -1.663800e+02 3.236500e+02
20 1851     -1.524700e+02 2.995500e+02
33 1851     -2.003600e+02 3.762100e+02
38 1851     -2.250000e+02 4.156600e+02
47 1851     -2.545200e+02 4.568300e+02
56 1851     -2.864300e+02 5.094400e+02
6 1852     1.688900e+02 1.542300e+02
8 1852     1.750900e+02 1.645900e+02
9 1852     1.812300e+02 1.753700e+02
12 1852     1.972200e+02 1.948800e+02
14 1852     1.893100e+02 1.845700e+02
6 1853     -6.119000e+01 1.522700e+02
9 1853     -7.598001e+01 1.742600e+02
15 1853     -9.862000e+01 2.101600e+02
6 1854     -2.038900e+02 9.007999e+01
9 1854     -2.554200e+02 1.121100e+02
12 1854     -3.214500e+02 1.400400e+02
14 1854     -2.856500e+02 1.246000e+02
18 1854     2.772300e+02 1.234800e+02
23 1854     3.458400e+02 1.159500e+02
24 1854     2.436900e+02 1.286500e+02
27 1854     2.099300e+02 1.330000e+02
6 1855     -2.137200e+02 8.070999e+01
9 1855     -2.672600e+02 1.013900e+02
12 1855     -3.360300e+02 1.276300e+02
14 1855     -2.984800e+02 1.132200e+02
15 1855     -3.803100e+02 1.439200e+02
18 1855     2.642600e+02 1.085400e+02
19 1855     2.969700e+02 1.054300e+02
25 1855     1.611900e+02 1.200800e+02
27 1855     1.982500e+02 1.157100e+02
6 1856     -1.850300e+02 5.828998e+01
9 1856     -2.311400e+02 7.376001e+01
12 1856     -2.903600e+02 9.307999e+01
14 1856     -2.586900e+02 8.217001e+01
15 1856     -3.281900e+02 1.047000e+02
18 1856     3.065900e+02 8.675000e+01
19 1856     3.406800e+02 8.439001e+01
23 1856     3.764800e+02 8.110999e+01
24 1856     2.723800e+02 9.047000e+01
27 1856     2.377600e+02 9.354001e+01
6 1857     -1.957700e+02 5.778003e+01
9 1857     -2.447000e+02 7.359998e+01
12 1857     -3.077300e+02 9.326001e+01
14 1857     -2.736600e+02 8.220999e+01
15 1857     -3.482000e+02 1.052800e+02
18 1857     2.893700e+02 8.342999e+01
19 1857     3.231500e+02 8.081000e+01
23 1857     3.585000e+02 7.762000e+01
24 1857     2.557200e+02 8.710999e+01
27 1857     2.214400e+02 8.963000e+01
6 1858     -2.124300e+02 4.852002e+01
9 1858     -2.654300e+02 6.269000e+01
18 1858     2.660600e+02 6.720001e+01
19 1858     2.988700e+02 6.504999e+01
21 1858     3.674600e+02 5.858002e+01
23 1858     3.334900e+02 6.240002e+01
24 1858     2.327000e+02 7.028998e+01
27 1858     1.995800e+02 7.233002e+01
6 1859     2.624500e+02 3.265002e+01
9 1859     2.963200e+02 4.340997e+01
6 1860     2.780700e+02 2.692999e+01
8 1860     2.964400e+02 3.163000e+01
9 1860     3.169100e+02 3.685999e+01
12 1860     3.690600e+02 4.563000e+01
14 1860     3.421600e+02 4.051001e+01
49 1860     -2.196200e+02 4.402002e+01
52 1860     -1.693500e+02 4.808002e+01
53 1860     -1.089100e+02 5.427002e+01
54 1860     -2.664300e+02 3.875000e+01
55 1860     -7.569000e+01 5.723999e+01
58 1860     -1.400800e+02 5.119000e+01
59 1860     -3.973001e+01 6.195001e+01
61 1860     -2.434100e+02 4.176001e+01
62 1860     -1.948700e+02 4.564001e+01
67 1860     -2.878900e+02 3.715002e+01
68 1860     9.100037e-01 6.621997e+01
69 1860     1.530100e+02 7.922000e+01
71 1860     1.018000e+02 7.606000e+01
72 1860     -3.087700e+02 3.514001e+01
6 1861     2.759800e+02 2.445001e+01
9 1861     3.146500e+02 3.448999e+01
14 1861     3.393200e+02 3.752002e+01
67 1861     -2.902400e+02 3.475000e+01
6 1862     2.573900e+02 2.141998e+01
8 1862     2.740500e+02 2.553003e+01
9 1862     2.890400e+02 2.946002e+01
12 1862     3.316700e+02 3.653003e+01
54 1862     -2.982100e+02 3.351001e+01
61 1862     -2.785800e+02 3.637000e+01
67 1862     -3.172100e+02 3.244000e+01
6 1863     -2.074100e+02 1.990997e+01
9 1863     -2.639100e+02 2.778998e+01
12 1863     -3.394000e+02 3.808002e+01
19 1863     3.009300e+02 2.885999e+01
23 1863     3.377100e+02 2.612000e+01
27 1863     1.918300e+02 3.278998e+01
31 1863     1.092200e+02 3.742999e+01
32 1863     2.628000e+01 4.178998e+01
37 1863     6.842001e+01 4.090997e+01
40 1863     -1.179300e+02 4.940002e+01
46 1863     -1.641100e+02 5.034998e+01
48 1863     -2.110300e+02 5.203998e+01
57 1863     -2.592600e+02 5.359998e+01
65 1863     -3.114500e+02 5.644000e+01
6 1864     -2.298600e+02 1.839001e+01
9 1864     -2.973700e+02 2.759998e+01
18 1864     2.273500e+02 2.620001e+01
19 1864     2.654100e+02 2.482001e+01
21 1864     3.425900e+02 1.992999e+01
26 1864     3.797300e+02 1.877002e+01
32 1864     -2.517999e+01 3.979999e+01
41 1864     -1.272200e+02 4.509003e+01
44 1864     -7.526001e+01 4.373999e+01
57 1864     -3.303100e+02 5.171997e+01
65 1864     -3.850700e+02 5.477002e+01
6 1865     -2.298600e+02 1.839001e+01
9 1865     -2.973700e+02 2.759998e+01
32 1865     -2.517999e+01 3.979999e+01
41 1865     -1.272200e+02 4.509003e+01
57 1865     -3.303100e+02 5.171997e+01
65 1865     -3.850700e+02 5.477002e+01
6 1866     2.146600e+02 1.217999e+01
9 1866     2.343400e+02 1.790997e+01
12 1866     2.587500e+02 2.098999e+01
14 1866     2.463100e+02 1.885999e+01
15 1866     2.722200e+02 2.222998e+01
17 1866     3.029500e+02 2.801001e+01
33 1866     3.419200e+02 3.315002e+01
35 1866     3.212200e+02 3.071002e+01
38 1866     3.680200e+02 3.733002e+01
49 1866     -3.444700e+02 2.684003e+01
52 1866     -3.091500e+02 2.870001e+01
53 1866     -2.664900e+02 3.283002e+01
54 1866     -3.773400e+02 2.353998e+01
55 1866     -2.428700e+02 3.492999e+01
58 1866     -2.887200e+02 3.146002e+01
61 1866     -3.613000e+02 2.553998e+01
66 1866     -1.524700e+02 4.263000e+01
67 1866     -3.930800e+02 2.240002e+01
68 1866     -1.865400e+02 3.948999e+01
71 1866     -1.149600e+02 4.462000e+01
72 1866     -4.087100e+02 2.103998e+01
6 1867     -1.351500e+02 -3.989990e+00
8 1867     -1.472100e+02 -2.349976e+00
9 1867     -1.611300e+02 -1.140015e+00
12 1867     -1.924400e+02 3.400269e-01
14 1867     -1.751700e+02 -9.099731e-01
15 1867     -2.096000e+02 9.299927e-01
17 1867     -2.584600e+02 5.270020e+00
20 1867     -2.319700e+02 3.109985e+00
25 1867     3.388900e+02 2.580017e+00
27 1867     3.713600e+02 5.599976e-01
31 1867     3.070000e+02 3.979980e+00
32 1867     2.447600e+02 5.820007e+00
33 1867     -3.201300e+02 9.020020e+00
35 1867     -2.868900e+02 8.520020e+00
37 1867     2.762100e+02 6.630005e+00
38 1867     -3.627500e+02 1.438000e+01
40 1867     1.413400e+02 1.009998e+01
41 1867     1.755300e+02 8.359985e+00
44 1867     2.106700e+02 8.909973e+00
46 1867     1.091000e+02 9.840027e+00
48 1867     7.720001e+01 1.050000e+01
57 1867     4.332001e+01 1.134998e+01
65 1867     6.640015e+00 1.366998e+01
6 1868     -2.359800e+02 -8.890015e+00
9 1868     -3.094000e+02 -6.150024e+00
18 1868     2.151000e+02 -7.880005e+00
19 1868     2.549300e+02 -8.580017e+00
24 1868     1.743000e+02 -6.619995e+00
27 1868     1.344500e+02 -5.940002e+00
6 1869     -1.294000e+02 -1.060999e+01
8 1869     -1.324600e+02 -8.840027e+00
9 1869     -1.544000e+02 -8.739990e+00
25 1869     3.583900e+02 -9.380005e+00
6 1870     -1.294000e+02 -1.060999e+01
9 1870     -1.544000e+02 -8.739990e+00
12 1870     -1.820500e+02 -8.150024e+00
17 1870     -2.421000e+02 -6.000000e+00
20 1870     -2.186900e+02 -6.890015e+00
25 1870     3.583900e+02 -9.380005e+00
31 1870     3.271500e+02 -8.169983e+00
32 1870     2.666400e+02 -7.219971e+00
33 1870     -2.961300e+02 -4.830017e+00
35 1870     -2.667400e+02 -3.840027e+00
37 1870     2.967300e+02 -6.059998e+00
38 1870     -3.324400e+02 -1.559998e+00
40 1870     1.666500e+02 -3.979980e+00
41 1870     1.996400e+02 -5.210022e+00
44 1870     2.339800e+02 -4.469971e+00
47 1870     -3.768600e+02 -2.210022e+00
6 1871     2.120300e+02 -1.387000e+01
8 1871     2.212300e+02 -1.237000e+01
9 1871     2.317100e+02 -1.098999e+01
6 1872     2.384800e+02 -1.395001e+01
9 1872     2.972300e+02 -1.187000e+01
6 1873     -1.186900e+02 -4.767999e+01
8 1873     -1.284000e+02 -4.866998e+01
9 1873     -1.391100e+02 -5.006000e+01
14 1873     -1.504000e+02 -5.304999e+01
6 1874     2.489100e+02 -5.691998e+01
9 1874     2.778300e+02 -6.065997e+01
12 1874     3.151900e+02 -6.870001e+01
14 1874     2.958300e+02 -6.503998e+01
67 1874     -3.318500e+02 -6.616998e+01
72 1874     -3.509000e+02 -6.596002e+01
6 1875     1.620800e+02 -6.009003e+01
8 1875     1.746800e+02 -6.337000e+01
9 1875     1.898900e+02 -6.781000e+01
12 1875     2.309800e+02 -8.308002e+01
14 1875     2.087000e+02 -7.540002e+01
15 1875     2.589100e+02 -9.347998e+01
17 1875     3.472400e+02 -1.235600e+02
20 1875     2.958700e+02 -1.054700e+02
49 1875     -3.050500e+02 -1.114700e+02
52 1875     -1.955700e+02 -1.243100e+02
53 1875     -3.967999e+01 -1.403900e+02
54 1875     -3.936500e+02 -1.021500e+02
55 1875     5.797000e+01 -1.515200e+02
58 1875     -1.247100e+02 -1.314800e+02
61 1875     -3.524100e+02 -1.061500e+02
62 1875     -2.543800e+02 -1.177600e+02
6 1876     1.926800e+02 -5.988000e+01
9 1876     2.267700e+02 -6.745001e+01
12 1876     2.766400e+02 -8.338000e+01
14 1876     2.497900e+02 -7.533002e+01
15 1876     3.110000e+02 -9.306000e+01
54 1876     -3.373800e+02 -9.090002e+01
67 1876     -3.719400e+02 -8.681000e+01
72 1876     -4.046200e+02 -8.378003e+01
6 1877     -3.066700e+02 -7.000000e+01
8 1877     -3.535600e+02 -7.628998e+01
19 1877     1.764400e+02 -7.085999e+01
21 1877     2.562100e+02 -7.025000e+01
23 1877     2.168500e+02 -6.985999e+01
26 1877     2.951900e+02 -6.915997e+01
